TIME 24 HOURS,COUNTY,PLACE,Date DD/MM/YYYY,NORMALIZED_ROAD,TEXT_CLEAN,FINAL_VEHICLE,ACCIDENT_TYPE_PRED,TIMEOFDAY,ROAD CODE
07:00,NAIROBI,NEAR MUTAIGA P/STATION,2017-07-08,ROAD KIAMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
04:00,NAROK,DELLO HILL AREA,2017-07-08,NAROK MAIMAHIU,THE TRUCK LOST CONTROLVEERED OFF THE ROAD AND HIT THE TIPPER AND THE PERSON,TRUCK,DRIVER FAULT,NIGHT,OTHER
11:30,NAKURU,RANGE VIEW AREA,2017-07-08,BISMAK MURRAM,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
17:30,NAIROBI,NEAR MOGAS PETROL STATION,2017-07-08,JOGOO,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
19:00,NYANDARUA,KIRIA AREA,2017-07-08,OLKALAU NYAHURURU,HEAD ON COLLISION,BUS,HEAD ON,EVENING,OTHER
19:40,SIAYA,KAUDHA AREA,2017-07-08,KISUMU BONDO,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
20:30,NAKURU,MITHURI AREA,2017-07-08,NAKURU NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,A104
20:40,NAIROBI,NEAR KENOLY FACTORY,2017-07-08,ROAD LUNGALUNGA,HIT AND RUN,CAR,HIT AND RUN,EVENING,OTHER
22:00,NAIROBI,NEAR KIAMAIKO,2017-07-08,ROAD OUTERING,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
23:30,NYERI,GURA BRIDGE,2017-07-08,OTHAYA NYERI,THE CAR LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO THE RIVER,CAR,DRIVER FAULT,NIGHT,OTHER
23:30,NYERI,GURA BRIDGE,2017-07-08,OTHAYA NYERI,THE CAR LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO THE RIVER,CAR,UNKNOWN,NIGHT,OTHER
16:45,MACHAKOS,DENMARK,2017-07-07,SAIKONI KAVIANI,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,UNKNOWN,AFTERNOON,OTHER
20:00,BARINGO,KIMAROK,2017-07-07,MARIGAT KABARNET,HIT AND RUN,CAR,HIT AND RUN,EVENING,OTHER
17:50,NAKURU,EVEREADY,2017-07-07,NAKURU ELDORET,THE BICYCLE RAMMED INTO THE CAR,BICYCLE,UNKNOWN,EVENING,A104
12:30,MERU,MARIARA,2017-07-07,MERU EMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
07:00,MAKUENI,MAN EATERS,2017-07-07,NAIROBI MOMBASA,HEAD ON COLLISION,MATATU,HEAD ON,MORNING,A109
18:00,BOMET,KAPJAMES AREA,2017-07-06,NAROK BOMET,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
17:40,KWALE,KOMBANI AREA,2017-07-06,KWALE KOMBANI,THE PERSON SLIPPED AND FELL OFF A MOVING CAR,CAR,UNKNOWN,EVENING,OTHER
22:40,NAIROBI,KOBIL,2017-07-05,NORTH AIRPORT,HIT AND RUN,MOTORCYCLE,HIT AND RUN,NIGHT,OTHER
22:40,NAROK,DUKA MOJA,2017-07-05,NAROK MAIMAHIU,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
23:00,GARISSA,NANIGI,2017-07-05,MASALANI GARISSA,THE CAR LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,NIGHT,A3
20:30,KISUMU,MOLEM,2017-07-05,NAIROBI KISUMU,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,A104
17:20,NYANDARUA,DESTINATION,2017-07-05,NYAHURURU DESTINATION,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
04:30,KIAMBU,NEAR KU UNIVERSITY,2017-07-04,THIKA SUPERHIGHWAY,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,NIGHT,A2
10:30,KAKAMEGA,SHIHILU AREA,2017-07-04,SHINYALU KHAYEGA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,OTHER
22:30,MOMBASA,CHANGAMWE STAGE,2017-07-04,NAIROBI MOMBASA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,A109
20:30,KILIFI,MWISHO WA SHAMBA AREA,2017-07-04,RAMISI MSAMBWENI,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
21:30,MACHAKOS,MIWANI,2017-07-03,MACHAKOS KYUMBI,THE CAR KNOCKED DOWN A MOTORCYCLE,CAR,UNKNOWN,NIGHT,OTHER
17:30,KIAMBU,NGEGU,2017-07-03,KIAMBU BANANA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
07:30,MERU,NAKA,2017-07-03,EMBU CHUKA,"THE CAR LOST CONTROL,VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES",CAR,DRIVER FAULT,MORNING,OTHER
11:00,BUNGOMA,IKAPOLOK,2017-07-03,MALABA BUNGOMA,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,MORNING,OTHER
10:00,NYANDARUA,KINALE AREA,2017-07-02,NAIVASHA NAIROBI,LOST CONTROL AND VEERED OFF THE ROAD KILLING A PASSANGER,CAR,DRIVER FAULT,MORNING,A104
07:30,MOMBASA,CHANGAMWE STAGE,2017-07-02,NAIROBI MOMBASA,KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,A109
17:20,MACHAKOS,SMALL WORLD,2017-07-02,NAIROBI MOMBASA,COLLIDED HEAD ON,MATATU,HEAD ON,EVENING,A109
20:00,KISUMU,COPTIC CHURCH AREA,2017-07-02,KISUMU KAKAMEGA,LOST CONTRL AND DASHED IN A DITCH,CAR,UNKNOWN,EVENING,A1
20:00,KIAMBU,NEAR THOGOTO FLY-OVER,2017-07-02,SOUTHERN BY PASS,HIT AND RUN,BUS,HIT AND RUN,EVENING,A104S
19:45,HOMABAY,KODUOGO,2017-07-02,HOMA BAY MBITA,RAMMED AT THE REER OF MOTORCYCLE,MOTORCYCLE,UNKNOWN,EVENING,OTHER
21:45,NAKURU,NGORIKA NDOGO AREA,2017-07-02,NAKURU NAIROBI,KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,A104
22:30,MAKUENI,NEAR GLORIOUS WINNERS ACADEMY,2017-07-02,NAIROBI MOMBASA,RAMMED AT THE REER OF MOTORCYCLE,MOTORCYCLE,UNKNOWN,NIGHT,A109
05:00,NAIROBI,NAIVAS SPERMARKET,2017-07-01,ROAD OUTERING,HIT AND RUN,CAR,HIT AND RUN,MORNING,OTHER
22:00,KIAMBU,KAMAKIS,2017-07-01,EASTERN BY PASS,COLLIDED HEAD ON,MATATU,HEAD ON,NIGHT,A104E
20:00,BUSIA,BUGENDI,2017-07-01,MUMIAS BUSIA,HIT BICYCLE,BICYCLE,UNKNOWN,EVENING,OTHER
21:00,BUNGOMA,MATISI,2017-07-01,WEBUYE BUNGOMA,HIT AND KNOCKED DOWN PERSON,MOTORCYCLE,UNKNOWN,NIGHT,OTHER
07:30,UASIN GISHU,AIRPORT GATE,2017-07-01,KAPSABET ELDORET,HIT THE SAID MOTORCYCLE,MOTORCYCLE,DRIVER FAULT,MORNING,OTHER
07:30,NAKURU,KAHIGA,2017-07-01,SUBUKIA NAKURU,KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,OTHER
07:00,NAIROBI,MUTUINE,2017-07-01,SOUTHERN,VEERED OFF THE HITTING GUARD RAILS ON THE ROAD SIDE,CAR,UNKNOWN,MORNING,A104S
08:20,NAIROBI,MUTHAIGA FOOTBRIDGE,2017-06-30,THIKA SUPERHIGHWAY,HIT AND RUN,CAR,HIT AND RUN,MORNING,A2
15:00,NAIROBI,KANGEMI AREA,2017-06-30,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
23:30,UASIN GISHU,TOTAL PETROL STATION,2017-06-30,NAKURU ELDORET,THE CAR RAMMED INTO THE STARLET WHICH IN TURN HIT THE CAR,CAR,DRIVER FAULT,NIGHT,A104
,KISII,MASIMBA AREA,2017-06-30,NYAGUSU KEROKA,HIT AND RUN,MATATU,HIT AND RUN,NIGHT,OTHER
23:00,ISIOLO,GALE MARA,2017-06-25,ISIOLO ARCHERS POST,THE CAR LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,NIGHT,OTHER
,KILIFI,MALINDI TOWNSHIP,2017-06-25,MOMBASA MALINDI,HEAD ON COLLISION,MATATU,HEAD ON,NIGHT,OTHER
12:30,KAKAMEGA,RUHOHO,2017-06-25,LWANDETI LUGARI,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,UNKNOWN,AFTERNOON,OTHER
05:00,NAIROBI,KAHAMA,2017-06-23,ROAD MURANGA,THE CAR HIT A PAVEMENT,CAR,DRIVER FAULT,MORNING,OTHER
,NAIROBI,SURVEY AREA,2017-06-23,THIKA SUPERHIGHWAY,THE BICYCLE RAMMED INTO THE STATIONERY CAR,BICYCLE,UNKNOWN,NIGHT,A2
12:00,KILIFI,MARIAKANI WEIGHBRIDGE,2017-06-23,NAIROBI MOMBASA,THE CAR COLLIDED HEAD ON WITH THE CAR,CAR,HEAD ON,AFTERNOON,A109
17:30,KAJIADO,MAASAI LODGE,2017-06-23,MAGADI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
16:30,NYERI,KARIKO GAKURU,2017-06-23,GAKURU CHINGA,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,UNKNOWN,AFTERNOON,OTHER
14:30,MURANGA,GATHAMBA,2017-06-23,MURANGA KAHURO,THE MATATU COLLIDED HEAD ON WITH THE BICYCLE,MATATU,HEAD ON,AFTERNOON,OTHER
12:00,UASIN GISHU,KIMURGOI AREA,2017-06-22,LORETO ZIWA MACHINE MURRAM,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
20:15,KIRINYAGA,NEAR TANA GARDEN,2017-06-22,SAGANA KENOL,THE BELTA SWEREVED TO THE RIGHT AND WAS HIT BY THE STARLET,CAR,DRIVER FAULT,EVENING,OTHER
20:15,KIRINYAGA,NEAR TANA GARDEN,2017-06-22,SAGANA KENOL,THE BELTA SWEREVED TO THE RIGHT AND WAS HIT BY THE STARLET,CAR,DRIVER FAULT,EVENING,OTHER
21:00,NAIROBI,NEAR KANGEMI STAGE,2017-06-22,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
22:00,NAIROBI,KARIOKOR ROUND ABOUT,2017-06-22,NEW PUMWANI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
16:00,MOMBASA,CONTAINER GATE,2017-06-20,MULTIPLE HAULIERS,THE KBX HIT THE KBS WHICH INTURN KNOCKED THE PERSON,MOTORCYCLE,UNKNOWN,AFTERNOON,OTHER
17:00,GARISSA,NEAR SONKO NGOMBE JUNCTION,2017-06-20,ROAD KISMAIYO,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
19:00,NYAMIRA,KIBIRIGO VIONGOZI STAGE,2017-06-20,IKONGE CORNER,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,OTHER
20:30,MERU,KATHARAKA AREA,2017-06-20,CHUKA CHOGORIA,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,OTHER
20:00,HOMA BAY,KOBALA AREA,2017-06-20,KATITU KENDU BAY,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
13:30,KAKAMEGA,FUVARE AREA,2017-06-18,SHILONGO FUVARE MURRAM,THE PERSON TRIED TO BOARD THE TRACTOR BUT FELL DOWN AND WAS OVERAN BY THE CAR,CAR,UNKNOWN,AFTERNOON,OTHER
18:30,KISII,ICHUNI AREA,2017-06-18,MASIMBA KEROKA,THE CAR LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,EVENING,OTHER
19:00,KAKAMEGA,IROBO AREA,2017-06-18,SHINYALU KHAYEGA,HIT AND RUN,BUS,HIT AND RUN,EVENING,OTHER
20:15,NAIROBI,UTHIRU SHOPPING CENTRE,2017-06-18,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
16:00,MERU,NKUNGA FOREST,2017-06-18,NANYUKI MERU,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,A2
20:30,KISUMU,KADERO AREA,2017-06-18,KISUMU BONDO,HEAD ON COLLISION,CAR,HEAD ON,EVENING,OTHER
19:00,MERU,KISIMA AREA,2017-06-18,NANYUKI MERU,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,A2
19:00,MERU,KISIMA AREA,2017-06-18,NANYUKI MERU,HEAD ON COLLISION,BUS,HEAD ON,EVENING,A2
04:00,MAKUENI,KANGA,2017-06-17,NAIROBI MOMBASA,"THE CAR CAR WAS DRIVEN BY ELIUD ONGERI WITH 6 OCCUPANTS FRO MSA ,UPON REACHING THE LOCATION OF THE ACCIDENTS LEFT HIS LANE AND HIT THE TRAILER WHICH RESULTED THE DEATH OF ONE JAMES WAITHAGA",CAR,DRIVER FAULT,NIGHT,A109
15:50,KIRINYAGA,TEBERE CONSTRUCTION SITE,2017-06-17,SAGANA MAKUTANO KENOL,THE UNKNOWN CAR DRIVEN BY UNKNOWN DRIVER HEADING TO NAIROBI RAMMED THE REAR OF THE MOTORCYCLE BEFORE LOOSING CONTROL AND KNOCKING DOWN TWO PEDESTRIANS KILLING THEM ON THE SPOT,CAR,DRIVER FAULT,AFTERNOON,OTHER
20:30,SIAYA,KEMFRI AREA,2017-06-17,KISUMU BUSIA,"THE CAR DRIVEN BY ONE AVISI ETESI TOWARDS LUANDA UPON REACHING THE LOCATION THE DRIVER WAS OVERTAKING ANOTHER VEHICES WHEN HE HIT THE LEFT SIDE OF THE TRUCK , DUE TO THAT THE CAR LOST CONTROL AND ROLLED SEVERALLY.",CAR,DRIVER FAULT,EVENING,A104
19:00,MAKUENI,NEAR LUUNI BRIDGE AREA,2017-06-17,MACHAKOS WOTE,"THE CAR TOYOTA WAS HEADING TOWARDS MACHAKOS WHEN ON REACHING THE LOCATION THE CAR HIT A POT HOLE AND LOST CONTROL, VEERED OFF THE ROAD AND LANDED BY THE ROAD SIDE KILLING A PASSENGER",CAR,DRIVER FAULT,EVENING,OTHER
22:30,KIAMBU,MUTISI JUCNTION,2017-06-17,LIMURU KIAMBU,THE CAR TOYOTA 110 FAILED TO GOVE WAY AND WAS HIT BY THE SAID TRIPPER TRUCK AS ARESULT OF THE ACCIDENT THE DRIVER OF 110 AND F/A/PASSENGER DIED ON THE SPOT,CAR,DRIVER FAULT,NIGHT,OTHER
06:45,KAKAMEGA,EBOKOLO,2017-06-16,EKERO EBUHANGA,HIT AND RAN,CAR,HIT AND RUN,MORNING,OTHER
09:00,HOMA BAY,BIAFRA,2017-06-16,KENDU BAY KATITO,HIT AND RAN,CAR,HIT AND RUN,MORNING,OTHER
21:00,NYERI,NATIONAL OIL PETROL STATION,2017-06-16,NYERI NANYUKI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,A2
02:20,NAROK,MALTAURO,2017-06-16,NAROK MAIMAHIU,THE CAR LOST CONTROL AND LANDED INTO A DITCH,CAR,MECHANICAL FAULT,NIGHT,OTHER
20:15,KERICHO,NGOINA JUNCTION,2017-06-16,NGOINA BURET,THE CAR WAS OVERTAKING UNKNOWN CAR HENCE COLLIDED HEAD ON WITH THE PETROL TRUCK,CAR,HEAD ON,EVENING,OTHER
11:00,NAIROBI,KAWANGWARE,2017-06-11,ROAD MATHIORA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
13:30,NYAMIRA,ISANDA AREA,2017-06-11,NYAMIRA KISII,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
13:00,MACHAKOS,NYS AREA,2017-06-11,MATUU THIKA,HEAD ON COLLISION,BUS,HEAD ON,AFTERNOON,OTHER
16:30,EMBU,KANINI KEGA AREA,2017-06-11,KYENI KARURUMO MARRUM,THE CAR GOT A TYRE BURST AND ROLLED,CAR,MECHANICAL FAULT,AFTERNOON,OTHER
16:00,KILIFI,TAKAHUNGU AREA,2017-06-11,MOMBASA KILIFI,THE TRUCK LOST CONTROL AND HIT THE MOTORCYCLE,TRUCK,MECHANICAL FAULT,AFTERNOON,A109
19:00,MACHAKOS,KAGONDE AREA,2017-06-11,KANYONYO EMBU,THE CAR LOST CONTROL AND RAMMED INTO A TREE,CAR,DRIVER FAULT,EVENING,OTHER
19:30,KISUMU,NEAR OBUNGA TRADING CENTRE,2017-06-11,OBUNGA KONDELE,THE CAR COLLIDED WITH MOTORCYCLE,CAR,UNKNOWN,EVENING,OTHER
02:10,KIAMBU,OCEANLINE AREA,2017-06-11,LIMURU KWABIRA,HIT AND RUN,CAR,HIT AND RUN,NIGHT,OTHER
,KIAMBU,NEAR CAPITAL CENTRE,2017-06-11,THIKA SUPERHIGHWAY,HIT AND RUN,CAR,HIT AND RUN,NIGHT,A2
20:40,TAITA TAVETA,VOI JUNCTION,2017-06-11,VOI KALOLENI,HEAD ON COLLISION,BUS,HEAD ON,EVENING,OTHER
10:00,KERICHO,KAPSISIYWO,2017-05-29,KENEGUT KAPSOIT,THE CAR KNOCKED DOWN THE MOTORCYCLE,CAR,UNKNOWN,MORNING,OTHER
11:40,KAJIADO,FATIMA,2017-05-29,NAIROBI KISERIAN,THE CAR VEERED OFF THE ROAD,CAR,DRIVER FAULT,MORNING,OTHER
17:30,LAIKIPIA,MARINA AREA,2017-05-29,NYERI NYAHURURU,THE CAR LOST CONTROL AND COLLIDED HEAD ON WITH THE BUS,CAR,DRIVER FAULT,EVENING,A2
05:30,NAIROBI,NEAR MAKADARA FOOTBRIDGE,2017-05-23,JOGOO,CAR KNOCKED DOWN UNKNOWN M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,OTHER
12:30,NAIROBI,NEAR CID HQS,2017-05-23,ROAD KIAMBU,UNIDENTIFIED CAR LOST CONTROL VEERING OFF THE ROAD AND LANDED INTO KARURA RIVER KILLING THE DRIVER ON THE SPOT.,CAR,DRIVER FAULT,AFTERNOON,OTHER
05:30,TAITA TAVETA,MAUNGU TRADING CENTER,2017-05-23,NAIROBI MOMBASA,PICKUP COLLUDED HEAD ON WITH THR TRAILOR WHERE M/A PASSENGER IN THE PICKUP DIED ON THE SPOT.,TRACTOR,UNKNOWN,MORNING,A109
11:40,BARINGO,RADAT AREA,2017-05-23,MOGOTIO MARIGAT,CAR KNOCKED DOWN UNKNOWN M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,OTHER
16:00,VIHIGA,KONA MBAYA AREA,2017-05-23,KITALE ELDORET,CAR KNOCKED DOWN A F/A PERSON KILLING HER ON THE SPOT,CAR,UNKNOWN,AFTERNOON,OTHER
17:45,NYERI,GATHUGU AREA,2017-05-23,KIMABARA KARARTINA,CAR KNOCKED DOWN M/JUVENILE PERSON SUSTAININIG SERIOUS INJURIES AND DIED IN HOSPITAL. DRIVER ESCAPED.,CAR,UNKNOWN,EVENING,OTHER
21:00,KAKAMEGA,MUKUMU AREA,2017-05-23,KISUMU KAKAMEGA,CAR RAMMED INTO THE REAR OF THE SAID MOTORCYCLE WHOSE RIDER IS UNKNOWN KILLING F/A P/PASSENGER ON THE SPOT.,CAR,UNKNOWN,NIGHT,A1
05:30,MOMBASA,NEAR TUSYS,2017-05-21,MOMBASA KILIFI,TRAILOR KNOCKED DOWN M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,A109
12:00,KIAMBU,KIGWARU AREA,2017-05-21,RUAKA BANANA,MOTORCYCLE RAMMED INTO THE REAR OF THE SAID VITS AND DUE TO IMPACT THE RIDER WAS THROWN ON THE RIGHT SIDE OF THE ROAD WHERE HE WAS HIT BY THE MATATU AND DIED ON THE SPOT.,MATATU,DRIVER FAULT,AFTERNOON,OTHER
17:00,KIAMBU,KIHUNGURO OVERPASS,2017-05-21,THIKA SUPERHIGHWAY,BUS DRIVER KNOCKED DOWN M/A PERSON SUSTAINED SERIOUS INJURIES AND DIED IN HOSPITAL,BUS,UNKNOWN,EVENING,A2
17:20,KAJIADO,CHUNA RD JUNCTION,2017-05-21,NAMANGA KITENGELA,TRUCK WAS HIT FROM THE REAR BY THE SAID MOTORCYCLE WHICH WAS NOT FOUND AT THE SCENE CARRYING A M/A P/PASSENGER WHO FALL ON THE ROAD SUSTAINING SERIOUS INJUIRIES AND DIED ON THE WAY TO HOSPITAL,TRUCK,DRIVER FAULT,EVENING,A104
21:40,KISUMU,NEAR KASAGAM FLY OVER,2017-05-21,NAIROBI KISUMU,CAR DRIVER KNOCHED DOWN A M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,NIGHT,A104
01:30,KERICHO,CHEPKOLON AREA,2017-05-21,KISUMU KERICHO,CAR KNOCHED DOWN UNKNOWN M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,NIGHT,OTHER
16:45,MARSABIT,HEILLU AREA,2017-05-21,MOYALE HEILLU,MOTORCYCLE CARRYING OONE M/A PASSENGER RAMMED INTO THE REAR OF THE SAID TRUCK WHERE THE P/PASSENGER SUSTAINING SERIOUS INJURIES AND DIED AT HOSPITAL.,MOTORCYCLE,DRIVER FAULT,AFTERNOON,OTHER
06:00,NAIROBI,NEAR JUBILEE HOUSE,2017-05-20,THIKA SUPERHIGHWAY,CAR HIT UNKNOWN M/A/PERSON WHO WAS CROSING THE ROAD FROM L-R KILLING HIM INSTANTLY.,CAR,UNKNOWN,MORNING,A2
12:30,HOMA BAY,NEAR SAMANGA SHOPPING CENTRE,2017-05-20,KENDU BAY HOMA BAY,MOTORCYCLE LOST CONTROL AND HIT A CULVERT ON THE SIDE OF THE ROAD.DIED ON THE SPOT.,MOTORCYCLE,DRIVER FAULT,AFTERNOON,OTHER
14:10,MACHAKOS,BRIDGE 39 AREA,2017-05-20,NAIROBI MOMBASA,DRIVER WAS OVERTAKING CARELESSLY AND IN THE PROCCESS COLLUDED HEAD ON WITH THE SAID CAR OF TOYOTA CAR DIED ON THE SPOT.,CAR,UNKNOWN,AFTERNOON,A109
18:00,KISUMU,CHULAIMBO AREA OPP. SLAUGHTER HSE,2017-05-20,KISUMU BUSIA,M/A/PASSENGER FELL OFF A MOVING CAR DYING ON THE SPOT.,CAR,UNKNOWN,EVENING,A104
17:00,KISUMU,UNSPECIFIED,2017-05-20,SAB ATIA EKERO,CAR DRIVER HIT TWO M/CYCLES AT A ROAD JUNCTION KILLING THEM ON THE SPOT.,CAR,UNKNOWN,EVENING,OTHER
19:45,LAIKIPIA,KARAND SHOPPING CENTRE,2017-05-20,NYAHURURU KINAMBA,MOTORCYCLE KNOCKED A PERSON CROSSSING THE ROAD FROM L-R AND HE DIED ON THE SPOT.,MOTORCYCLE,UNKNOWN,EVENING,OTHER
21:15,MERU,KARELENI AREA,2017-05-20,MERU MAUA,MATATU DRIVER HIT A BICYCLE KILLING HIM ON THE SPOT,BICYCLE,UNKNOWN,NIGHT,OTHER
06:30,KAJIADO,NEAR NGATATAEK TOWN,2017-05-19,NAMANGA KAJIADO,CAR KILLED A M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,A104
07:30,KIAMBU,KAMAE AREA,2017-05-19,NORTHERN BY PASS,CAR DRIVER HIT A MOTORCYCLE WHO DIED ON THE SPOT.,CAR,DRIVER FAULT,MORNING,A104N
11:00,KISUMU,NEAR NGUVU PETROL STATION,2017-05-19,KISUMU BUSIA,BUS DRIVER HIT A MOTORCYCLE CARRYING ONE F/A P/PASSENGER WHO DIED ON THE SPOT.,BUS,UNKNOWN,MORNING,A104
18:30,NYANDARUA,KWA WATER AREA,2017-05-19,OLKALAU KARIAMU,PICKUP DRIVER COLLUDED HEAD ON WITH MOTORCYCLE. MOTORCYCLE DIED ON THE SPOT.,MOTORCYCLE,UNKNOWN,EVENING,OTHER
19:40,NAKURU,BUBBLES T- JUNCTION,2017-05-19,MAIMAHIU NAIVASHA,CAR KNOCKED DOWN UNKNOWN M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,EVENING,OTHER
20:30,UASIN GISHU,NYATHIRU AREA,2017-05-19,WEBUYE ELDORET,MOTORCYCLE HIT A HUGE ROCK WHICH WAS ON THE ROAD WHERE THE RIDER FALL DOWN AND DIED ON THE SPOT.,MOTORCYCLE,UNKNOWN,EVENING,OTHER
21:30,MERU,KK TRADING CENTER,2017-05-19,MAUA LARE,TRUCK DRIVER LOST CONTROL AND LANDED INTO A DITCH AND AS A RESULT ONE M/A PASSENGER DIED ON THE SPOT.,TRUCK,DRIVER FAULT,NIGHT,OTHER
19:00,MARSABIT,HULAHULA AREA,2017-05-19,MARSABIT KARGI,CAR LOST CONTROL VEERING OFF THE ROAD AND LANDED INTO A DITCH KILLING ONE M/A PASSENGER ON THE SPOT.,CAR,DRIVER FAULT,EVENING,OTHER
10:30,KISII,NYANSIRA AREA,2017-05-18,KISII KEROKA,"THE CAR LOST CONTROL, VEERING OFF THE ROADAND OVERTURNED",CAR,MECHANICAL FAULT,MORNING,OTHER
20:00,MACHAKOS,NEAR MAKAMITHI TRADING CENTRE,2017-05-18,MACHAKOS HUDUMA CENTRE,THE VEHICLEKNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
11:00,BUNGOMA,MALIKI,2017-05-15,WEBUYE KITALE,THE DRIVER OF THE SAID CAR HIT A PERSON ON REACHING THE LOCATION OF THE ACCIDENT.,CAR,DRIVER FAULT,MORNING,OTHER
12:00,KISII,KISII TOWNSHIP,2017-05-15,MARAMI KISII,DRIVER OF THE SAID CAR RAN OVER THE SAID MOTORCYCLE FATALLY INJURING THE RIDER.,CAR,UNKNOWN,AFTERNOON,OTHER
23:30,BOMET,KAMUEREITO AREA,2017-05-15,BOMET KAPLONG,RIDER AND P/PASSENGER OF THE SAID MOTORCYCLE HIT THE RIGHT FRONT SIDE OF THE SAID CAR FATALLY INJURING BOTH OF THEM.,CAR,DRIVER FAULT,NIGHT,OTHER
10:00,NAIROBI,NEAR MOMBASA ROAD- EMBAKASI ROAD JUNCTION,2017-05-14,NAIROBI MOMBASA,CAR DRIVER DUE TO HIGH SPEED LOST CONTROL VEERING OFF THE ROAD KNOCKING DOWN A M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,A109
10:30,EMBU,KANYARIRI AREA,2017-05-14,SIAKAGO EMBU,MOTORCYCLE KNOCKED DOWN A F/A PERSON WHO WAS CROSSSIND THE ROAD KILING HIM ON THE SPOT.,MOTORCYCLE,VICTIM FAULT,MORNING,OTHER
17:50,KAKAMEGA,MAPANGA AREA,2017-05-14,WEBUYE ELDORET,CAR COLLIDED WITH A TRAILOR WHOSE DRIVER ESCAPED WHERE ONE F/A PASSENGER IN A SALOON DIED ON THE SPOT.,CAR,UNKNOWN,EVENING,OTHER
