TIME 24 HOURS,COUNTY,PLACE,Date DD/MM/YYYY,NORMALIZED_ROAD,TEXT_CLEAN,FINAL_VEHICLE,ACCIDENT_TYPE_PRED,TIMEOFDAY,ROAD CODE
05:30,NAIROBI,UTAWALA VILLAGE,2016-04-09,EASTERN BY PASS,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,A104E
06:00,KITUI,TIVA BRIDGE,2016-04-09,MACHAKOS KITUI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,OTHER
09:40,NAIROBI,RONALD NGALA JUNCTION,2016-04-09,RACE COURSE,THE CAR RAMMED INTO THE REAR OF THE HAND CART PUSHER,CAR,DRIVER FAULT,MORNING,OTHER
09:15,MAKUENI,MBUI NZAU MARKET,2016-04-09,NAIROBI MOMBASA,HEAD ON COLLISION,BUS,HEAD ON,MORNING,A109
09:15,MAKUENI,MBUI NZAU MARKET,2016-04-09,NAIROBI MOMBASA,HEAD ON COLLISION,CAR,HEAD ON,MORNING,A109
09:04,BUNGOMA,KEMIGET AREA,2016-04-09,MUMIAS BUNGOMA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,OTHER
12:40,NAIROBI,GOSHEN FLY OVER,2016-04-09,THIKA SUPERHIGHWAY,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,A2
11:00,MERU,KIRINYAGA TRADING CENTRE,2016-04-09,MERU MAUA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
14:30,TRANS NZOIA,MAILI SABA AREA,2016-04-09,KITALE ELDORET,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
15:00,NAIROBI,NEAR VISION PLAZA,2016-04-09,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,A109
17:50,KILIFI,MARIAKANI TOWNSHIP,2016-04-09,NAIROBI MOMBASA,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,A109
17:50,KILIFI,MARIAKANI TOWNSHIP,2016-04-09,NAIROBI MOMBASA,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,A109
17:30,BOMET,DARAJA SITA AREA,2016-04-09,SOTIK LITEIN,THE BICYCLE RAMMED INTO THE REAR OF THE TRUCK,BICYCLE,UNKNOWN,EVENING,OTHER
18:45,MOMBASA,MSHOMORONI AREA,2016-04-09,MOMBASA MALINDI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
20:00,KISUMU,WELLS PETROL STATION,2016-04-09,NAIROBI KISUMU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,A104
21:00,KILIFI,KIZURINI AREA,2016-04-09,NAIROBI MOMBASA,HIT AND RUN,CAR,HIT AND RUN,NIGHT,A109
22:30,NAIROBI,NEAR AIRPORT JUNCTION,2016-04-09,NAIROBI MOMBASA,HIT AND RUN,CAR,HIT AND RUN,NIGHT,A109
18:00,KISII,KEGOGI AREA,2016-04-09,MARANI KISII,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,OTHER
23:30,KIAMBU,NEAR JUJA POLICE STATION,2016-04-09,THIKA SUPERHIGHWAY,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A2
14:30,BUSIA,MULEMBE,2016-04-08,KISUMU BUSIA,THE BICYCLE WAS HIT FROM THE REAR BY THE CAR,CAR,DRIVER FAULT,AFTERNOON,A104
16:00,MOMBASA,APOLO,2016-04-08,AIRPORT,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
20:25,KITUI,KALANDINI,2016-04-08,MACHAKOS KITUI,THE CAR LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,EVENING,OTHER
21:42,NYANDARUA,KAMAGUTA,2016-04-08,OLKALAU NJABINI,THE CAR HIT A BICYCLE,CAR,DRIVER FAULT,NIGHT,OTHER
10:30,KIAMBU,NGARARIGA STAGE,2016-04-08,NAIVASHA NAIROBI,HIT AND RUN,BUS,HIT AND RUN,MORNING,A104
21:00,NAKURU,GUEST INN BAR,2016-04-08,KENYATTA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,OTHER
18:00,NAIROBI,INTERCHANGE,2016-04-08,LIMURU FOREST,THE BICYCLE WAS HIT FROM THE REAR BY THE CAR,CAR,DRIVER FAULT,EVENING,OTHER
,NAIROBI,FIRST AVENUE,2016-04-08,EATLEIGH,HIT AND RUN,MATATU,HIT AND RUN,NIGHT,OTHER
23:30,NYERI,SOLIO RANCH,2016-04-08,NYERI NYAHURURU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,A2
01:40,NAKURU,OLE POLES,2016-04-08,NAKURU MOGOTIO,THE CAR GOT A TYRE BURST AND LOST CONTROL HITTING A TREE,CAR,MECHANICAL FAULT,NIGHT,OTHER
07:45,MAKUENI,TSAVO RIVER AREA,2016-04-07,NAIROBI MOMBASA,HEAD ON COLLISION,TRUCK,HEAD ON,MORNING,A109
07:45,MAKUENI,TSAVO RIVER AREA,2016-04-07,NAIROBI MOMBASA,HEAD ON COLLISION,CAR,HEAD ON,MORNING,A109
12:00,KERICHO,CHEMOSIT,2016-04-07,KERICHO,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,VICTIM FAULT,AFTERNOON,OTHER
18:20,BUNGOMA,NANGENI AREA,2016-04-07,MALABA BUNGOMA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
11:00,MACHAKOS,KONZA CENTRE,2016-04-07,NAIROBI MOMBASA,HEAD ON COLLISION WITH AN ONCOMING CAR,CAR,HEAD ON,MORNING,A109
12:45,KILIFI,MBOGOLO AREA,2016-04-06,MOMBASA KILIFI,THE CAR LOST CONTROL AND KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,A109
02:00,UASIN GISHU,JOGOO TRADING CENTRE,2016-04-06,NAKURU ELDORET,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,A104
16:45,KISUMU,NYAKWERE AREA,2016-04-06,KATITO KENDU BAY,THE CAR LOST CONTROL VEERED OFF THE ROAD AND HIT THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
19:30,NAIROBI,NEAR MOI AIR BASE,2016-04-06,ROAD JUJA,HIT AND RUN,MATATU,HIT AND RUN,EVENING,OTHER
20:30,EMBU,GAKWEGORI AREA,2016-04-06,MERU EMBU,HIT AND RUN,MATATU,HIT AND RUN,EVENING,OTHER
21:00,KIAMBU,CHOMO AREA,2016-04-06,THIKA GATURA,HIT AND RUN,BUS,HIT AND RUN,NIGHT,OTHER
17:00,KAJIADO,KANDIZI AREA,2016-04-06,KANDIZI OLE KASAFI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
23:30,MAKUENI,NEAR AP SENIOR TRAINING COLLEGE,2016-04-06,NAIROBI MOMBASA,THE MOTORCYCLE RAMMED INTO THE REAR OF THE TRAILER,MOTORCYCLE,DRIVER FAULT,NIGHT,A109
02:00,KIAMBU,MEMBLY AREA,2016-04-06,RIURU LIMURU,HEAD ON COLLISION,MATATU,HEAD ON,NIGHT,OTHER
07:30,MARAKWET,KERIO KABARNET,2016-04-05,KABARNET ITEN,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
23:30,KIAMBU,REGGEN AREA,2016-04-05,NAIVASHA NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,A104
05:30,NAIROBI,NEAR KENOL PETROL STATION,2016-04-04,ROAD NGONG,THE BICYCLE HIT A PAVEMENT AND FELL DOWN,BICYCLE,VICTIM FAULT,MORNING,OTHER
19:00,SIAYA,SIGANA AREA,2016-04-04,SIAYA LUANDA,HEAD ON COLLISION WITH A BICYCLE,BICYCLE,HEAD ON,EVENING,OTHER
23:50,BOMET,KAPKURES AREA,2016-04-04,KAPLONG BOMET,HIT AND RUN,TRUCK,HIT AND RUN,NIGHT,OTHER
,NAROK,KONA CHUMA AREA,2016-04-04,KISII KILGORIS,THE BICYCLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO A DITCH,BICYCLE,MECHANICAL FAULT,NIGHT,OTHER
03:10,NAKURU,NYAMATHI AREA,2016-04-03,NAKURU NAIROBI,THE CAR,CAR,DRIVER FAULT,NIGHT,A104
14:00,KIAMBU,NEAR SEAGULL AREA,2016-04-03,THIKA SUPERHIGHWAY,THE BICYCLE RAMMED INTO THE BUS,BICYCLE,UNKNOWN,AFTERNOON,A2
17:30,ELGEYO MARAKWET,KWA HILDA AREA,2016-04-03,ITEN KWA HILDA RESIDENCE,THE BICYCLE LOST CONTROL AND HIT A PERIMETER WALL,BICYCLE,DRIVER FAULT,EVENING,OTHER
20:00,KIAMBU,MAKUYU BOYS SEC,2016-04-03,SAGANA KENOL,HEAD ON COLLISION WITH AN ONCOMING CAR,CAR,HEAD ON,EVENING,OTHER
,NAIROBI,TECHNICAL UNIVERSITY,2016-04-03,HAILE SELASIE,HIT AND RUN,BUS,HIT AND RUN,NIGHT,OTHER
02:40,NAIROBI,NEAR CALTEX,2016-04-02,ROAD KANGUNDO,THE TRUCK RAMMED INTO THE REAR PICKUP,TRUCK,UNKNOWN,NIGHT,OTHER
07:15,KIAMBU,KU DRIFT,2016-04-02,THIKA SUPERHIGHWAY,THE TRUCK RAMMED INTO THE REAR CAR,TRUCK,UNKNOWN,MORNING,A2
08:00,NYERI,NGURA BRIDGE,2016-04-02,OTHAYA NYERI,THE CAR LOST CONTROL AND PLUGGED INTO THE RIVER,CAR,DRIVER FAULT,MORNING,OTHER
16:00,NAKURU,NEAR MAKUTANO T/CENTRE,2016-04-02,NAKURU ELDORET,THE CAR KNOCKED DOWN THE PERSON WHILE CROSSING THE ROAD,CAR,VICTIM FAULT,AFTERNOON,A104
18:30,KIAMBU,BLUE POST,2016-04-02,THIKA SUPERHIGHWAY,THE CAR KNOCKED DOWN THE BICYCLE,CAR,VICTIM FAULT,EVENING,A2
19:45,NAIROBI,NEAR KANGEMI STAGE,2016-04-02,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON WHILE CROSSING THE ROAD,CAR,VICTIM FAULT,EVENING,OTHER
20:30,KIAMBU,KARATINA,2016-04-02,NDUMBERI KANNGA,THE CAR KNOCKED DOWN THE PERSON WHILE CROSSING THE ROAD,CAR,VICTIM FAULT,EVENING,OTHER
22:15,NAIROBI,NEAR PCEA BAHATI,2016-04-02,HESHIMA,THE CAR KNOCKED DOWN THE PERSON WHILE CROSSING THE ROAD,CAR,VICTIM FAULT,NIGHT,OTHER
21:00,HOMA BAY,NEAR KENDU BAY TRADING CENTRE,2016-04-02,KATITO KENDU BAY,THE CAR KNOCKED DOWN THE BICYCLE,CAR,VICTIM FAULT,NIGHT,OTHER
12:30,TRANS NZOIA,MAILI SABA TRADING CENTRE,2016-04-01,KITALE ELDORET,THE PERSON JUMPED OFF FROM A MOVING CAR,CAR,UNKNOWN,AFTERNOON,OTHER
01:00,NYERI,TIGITHU AREA,2016-04-01,NYERI NANYUKI,THE MATATU KNOCKED DOWN THE MOTORCYCLE,MATATU,UNKNOWN,NIGHT,A2
07:00,MOMBASA,BANGLADESH,2016-04-01,NAIROBI MOMBASA,HEAD ON COLLISION,TRUCK,HEAD ON,MORNING,A109
15:15,NYANDARUA,MUNYAKA AREA,2016-04-01,OLKALAU NJABINI,THE MATATU ROLLED SEVERAL TIMES,MATATU,UNKNOWN,AFTERNOON,OTHER
21:10,KIAMBU,NEAR KALIMONI JUNIOR SCHOOL,2016-04-01,THIKA SUPERHIGHWAY,THE PERSON WAS KNOCKED DOWN BY THE UNKNOWN CAR,CAR,UNKNOWN,NIGHT,A2
20:40,KAJIADO,NEAR BISIL TOWN,2016-04-01,NAMANGA KAJIADO,HEAD ON COLLISION,CAR,HEAD ON,EVENING,A104
20:40,KAJIADO,NEAR BISIL TOWN,2016-04-01,NAMANGA KAJIADO,HEAD ON COLLISION,CAR,HEAD ON,EVENING,A104
18:30,NAIROBI,NEAR SHUJAA MALL,2016-04-01,SPINE,THE PERSON TRIED TO ALIGHT WHILE THE CAR WAS IN MOTION,CAR,UNKNOWN,EVENING,OTHER
22:30,NAIROBI,NEAR BAMA STAGE,2016-04-01,JOGOO,HIT AND RUN,CAR,HIT AND RUN,NIGHT,OTHER
07:45,KISUMU,KASAGAM FLY OVER,2017-11-06,NAIROBI BUSIA,THE CAR LOST CONTROL AND HIT BARRIER LANDING UNDER THE FLYOVER,CAR,MECHANICAL FAULT,MORNING,A104
14:30,NAROK,NAROK TOWN,2017-11-06,NAROK MAU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
15:15,KERICHO,JUBERT AREA,2017-11-06,NAKURU KERICHO,"THE CAR LOST CONTROL,VEERING OFF THE ROAD AND LANDED INTO A DITCH",CAR,MECHANICAL FAULT,AFTERNOON,OTHER
16:00,BUNGOMA,BITUYU AREA,2017-11-06,KIMILILI BOKOLI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
17:47,NAKURU,PIPELINE AREA,2017-11-06,PIPELINE ELEMENTAITA,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
18:30,KAJIADO,CHAPCHAP AREA,2017-11-06,ROAD MAGADI,THE CAR RAMMED INTO THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
17:45,NAKURU,KAREMENU CENTER,2017-11-06,NDUNDORI LANET,THE CAR HIT A BICYCLE,CAR,DRIVER FAULT,EVENING,OTHER
20:30,KERICHO,CHEBOWOR AREA,2017-11-06,LONDIANI KERICHO,TRUCK TRUCK RAMMED INTO THE LEYLAND TRUCK,TRUCK,UNKNOWN,EVENING,OTHER
23:00,KERICHO,DUKA MOJA AREA,2017-11-06,NAKURU KERICHO,HIT & RUN,BUS,HIT AND RUN,NIGHT,OTHER
19:30,KWALE,GORA AREA,2017-11-06,VOI MOMBASA,HEAD ON COLLISION,CAR,HEAD ON,EVENING,A109
06:30,NAIROBI,NEAR GENERAL MOTORS,2017-11-05,NAIROBI MOMBASA,HIT & RUN,BUS,HIT AND RUN,MORNING,A109
07:45,KILIFI,BONGE AREA,2017-11-05,MOMBASA KILIFI,THE CAR LOST CONTROL AND LANDED INTO A DITCH,CAR,DRIVER FAULT,MORNING,A109
10:30,KISII,EGESA AREA,2017-11-05,MARANI KISII,THE MATATU BRAKES FAILED AND RAMMED INTO THE CAR,MATATU,UNKNOWN,MORNING,OTHER
13:30,NYANDARUA,KIANJOGU BRIDGE NEAR MACHINERY AREA,2017-11-05,MIHARATI ENGINEER,THE CAR LOST CONTROL AND DRIVER WAS THROWN OUT,CAR,DRIVER FAULT,AFTERNOON,OTHER
11:00,WEST POKOT,AT KAMATIRA HILLS,2017-11-05,LODWAR KITALE,THE BRAKES FAILED AND THE CAR LOST CONTROL,CAR,MECHANICAL FAULT,MORNING,OTHER
17:30,KAKAMEGA,AT KLWANDETI BRIDGE,2017-11-05,WEBUYE ELDORET,THE CAR LOST CONTROL AND OVERTURNED,CAR,DRIVER FAULT,EVENING,OTHER
21:36,MACHAKOS,AT SABAKI AREA,2017-11-05,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,A109
01:30,KAJIADO,NEAR CHAPCHAP AREA,2017-11-05,ROAD MAGADI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,OTHER
13:00,KAKAMEGA,ELUCHE,2017-11-02,MUMIAS ELUCHE,THE TRACTOR HIT A BICYCLE,TRACTOR,UNKNOWN,AFTERNOON,OTHER
17:30,MACHAKOS,KIYAA,2017-11-02,KANYONYO EMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
10:30,MOMBASA,MAGONGO,2017-11-02,NAIROBI MOMBASA,THE TRACTOR KNOCKED DOWN THE PERSON,TRACTOR,DRIVER FAULT,MORNING,A109
20:00,NAROK,STIMA AREA,2017-11-02,NAROK MAIMAHIU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
20:30,UASIN GISHU,DINDURA,2017-11-02,NAKURU ELDORET,"THE CAR LOST CONTROL, VEERING OFF THE ROAD AND LANDED INTO A DITCH",CAR,DRIVER FAULT,EVENING,A104
19:40,THARAKA NITHI,NAKA,2017-10-31,EMBU CHUKA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
16:30,MERU,KIANJAI,2017-10-31,MERU MAUA,HIT & RUN,MOTORCYCLE,HIT AND RUN,AFTERNOON,OTHER
17:45,MACHAKOS,MLOLONGO,2017-10-31,NAIROBI MOMBASA,THE PERSON WHO WAS STEALING A RIDE FALL DOWN,CAR,VICTIM FAULT,EVENING,A109
15:30,MOMBASA,HONGERA,2017-10-31,MOMBASA MALINDI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
13:00,EMBU,GICHICHE MARKET,2017-10-30,ALONG RUNNYENJES UGWERI,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
04:30,NAIROBI,AIRPORT TURN OFF,2017-10-30,NAIROBI MOMBASA,THE CAR RAMMED INTO THE TRAILLER WHICH WAS PARKED OFF THE ROAD,CAR,UNKNOWN,NIGHT,A109
16:30,NYERI,KAMAKWA CENTER,2017-10-29,NYERI KAMAKWA,THE BABAY FALL DOWN THE MOTHER JAMPED OUT OF THE CAR,CAR,DRIVER FAULT,AFTERNOON,OTHER
20:25,KIRINYAGA,NEAR ST. FRANCIS CHURCH,2017-10-29,KUTUS KERUGOYA,HEAD ON COLLISION,CAR,HEAD ON,EVENING,OTHER
20:00,KAKAMEGA,NANGILI AREA,2017-10-29,KITALE ELDORET,THE MOTORCYCLE GOT FRONT TYRE BURST AND LOST CONTROL AND FALL DOWN,MOTORCYCLE,MECHANICAL FAULT,EVENING,OTHER
20:15,BUNGOMA,MABANGA AREA,2017-10-29,WEBUYE BUNGOMA,THE UNKNOWN CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
22:30,MURANGA,GAKIRA AREA,2017-10-29,KIRIA INI KANGEMA,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,NIGHT,OTHER
20:30,NAIROBI,NEAR NAIROBI SCHOOL,2017-10-29,WAIYAKI,THE MOTORCYCLE HIT THE BUS,MOTORCYCLE,DRIVER FAULT,EVENING,OTHER
20:45,KITUI,KWA CHENZA AREA,2017-10-29,KITUI KABATI,THE CAR RAMMED INTO THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
21:30,NAIROBI,BELLE VIEW AREA,2017-10-29,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A109
06:00,NAKURU,STATE HOUSE,2017-10-28,NAKURU GILGIL,THE MOTORCYCLE LOST CONTROL AND HIT A CULVERT,MOTORCYCLE,UNKNOWN,MORNING,OTHER
14:40,MAKUENI,SYEMBENI,2017-10-28,KITUI KIBWEZI,THE UNKNOWN TRUCK HIT THE MOTORCYCLE,TRUCK,DRIVER FAULT,AFTERNOON,OTHER
16:40,NAIROBI,OPP MUSEUM,2017-10-28,WANGARI MATHAI,THE TRUCK HIT THE MOTORCYCLE,TRUCK,DRIVER FAULT,AFTERNOON,OTHER
19:20,GARISSA,MADOGO,2017-10-28,MWINGI GARISSA,THE TRUCK HIT THE MOTORCYCLE,TRUCK,DRIVER FAULT,EVENING,A3
11:30,VIHIGA,POLICE STATION GATE,2017-10-28,MAJENGO LUANDA,HIT & RUN,TRUCK,HIT AND RUN,MORNING,OTHER
20:30,BOMET,KAPKOROS,2017-10-28,LITEN BOMET,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,OTHER
10:00,NAKURU,BAYETE AREA,2017-10-27,NAKURU ELDORET,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,A104
16:30,KIAMBU,MAGOGONI AREA,2017-10-27,THIKA MATUU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
16:30,NAROK,DELLO HILL AREA,2017-10-27,NAROK MAIMAHIU,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
19:20,NAIROBI,NEAR HUB SHOPPING MALL,2017-10-27,ROAD DAGORETI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
12:00,GARISSA,BULARIGI AREA,2017-10-23,SOKO NG'OMBE BULA RIGI EARTH,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
12:00,GARISSA,BULARIGI AREA,2017-10-23,SOKO NG'OMBE BULA RIGI EARTH,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
07:00,MAKUENI,NDUMBI SHOPPING CENTRE,2017-10-23,NDUMBI MBUNBUNI,HIT AND RUN,CAR,HIT AND RUN,MORNING,OTHER
13:30,KITUI,NEAR MUTUMO PRIMARY SCHOOL,2017-10-23,MUTOMO MUTHUE,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
13:30,NAIROBI,NEAR SUPA LOAF PRIMARY SCHOOL,2017-10-23,ROAD BARAKA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
20:30,NAKURU,RAILWAY FLYOVER,2017-10-23,NAIVASHA GILGIL,HEAD ON COLLISION,CAR,HEAD ON,EVENING,OTHER
20:00,TAITA TAVETA,MANYANI AREA,2017-10-23,NAIROBI MOMBASA,HEAD ON COLLISION,CAR,HEAD ON,EVENING,A109
19:00,KERICHO,KEDOWA,2017-10-22,LONDIANI KERICHO,HIT AND RUN,MOTORCYCLE,HIT AND RUN,EVENING,OTHER
10:30,HOMA BAY,RAKWARO AREA,2017-10-22,RAKWARO,THE CAR GOT A TYRE BURST AND ROLLED SEVERAL TIMES,CAR,MECHANICAL FAULT,MORNING,OTHER
10:00,MALINDI,WATAMU,2017-10-22,WATAMU GEDE,HEAD ON COLLISION,MATATU,HEAD ON,MORNING,OTHER
18:30,NAIROBI,MOYALE LAMU JUNCTION,2017-10-22,MOYALE,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
14:00,KIRINYAGA,KATHAMBA,2017-10-22,SAGANA MURANGA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
13:30,BUSIA,AKUBWOIT,2017-10-22,AKUBWOIT KWANGAMOR,HEAD ON COLLISION,BUS,HEAD ON,AFTERNOON,OTHER
16:00,KIAMBU,REGENT,2017-10-22,NAIVASHA NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,A104
16:40,MACHAKOS,MOMBASA CEMENT,2017-10-22,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,A109
21:40,NAIROBI,GATEWAY MALL,2017-10-22,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,A109
22:30,NAIROBI,SHIKH UNION,2017-10-22,WANGARI MATHAI,HIT AND RUN,MATATU,HIT AND RUN,NIGHT,OTHER
,KILIFI,MIDA SCHOOL,2017-10-22,MOMBASA MALINDI,HIT AND RUN,MATATU,HIT AND RUN,NIGHT,OTHER
10:00,MOMBASA,UTANGE,2017-10-22,OLD MOMBASA MALINDI,HIT AND RUN,CAR,HIT AND RUN,MORNING,OTHER
20:00,MACHAKOS,KATHEKAI,2017-10-22,KATHEKAI,THE CAR LOST CONTROL AND OVERTURNED,CAR,DRIVER FAULT,EVENING,OTHER
06:30,KAKAMEGA,,2017-10-18,WEBUYE KAKAMEGA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,A1
12:10,NAIROBI,JUNCTION NEAR UHURU EASTATE,2017-10-18,ROAD RABAI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
10:30,NAKURU,NEAR SACHANGWAN AREA,2017-10-18,NAKURU ELDORET,THE TRUCK RAMMED INTO THE TRAILER,TRUCK,UNKNOWN,MORNING,A104
14:00,SIAYA,AT ODONGO JUNCTION,2017-10-18,USENGE BONDO,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
08:00,NYANDARUA,GWA KAHIHI,2017-10-16,OLKALAU OLJOROROK,HIT AND RUN,MATATU,HIT AND RUN,MORNING,OTHER
09:00,MACHAKOS,MLOLONGO WEIGHBRIDGE,2017-10-16,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,A109
13:50,NAIROBI,NEAR DT DOBIE STAGE,2017-10-16,ROAD LUSAKA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
21:30,KISUMU,NEAR KONDELE TOWN,2017-10-16,KISUMU KAKAMEGA,HIT AND RUN,BUS,HIT AND RUN,NIGHT,A1
20:00,BUNGOMA,KAMUKUYWA RIVER SIDE,2017-10-16,WEBUYE KITALE,HEAD ON COLLSION,CAR,HEAD ON,EVENING,OTHER
07:30,NAKURU,JAMUHURI PRIMARY SCHOOL,2017-10-12,WITHIN JAMUHURI PRIMARY SCHOOL,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,OTHER
18:00,MURANGA,NEAR ST. MARYS CATHOLIC CHURCH,2017-10-12,MURANGA KANGEMA,THE CAR LOST CONTROL VEERED OFF THE ROAD AND KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
20:40,BUNGOMA,JOYLAND AREA,2017-10-12,WEBUYE BUNGOMA,HIT AND RUN,MATATU,HIT AND RUN,EVENING,OTHER
20:00,MAKUENI,NEAR KAITI BRIDGE,2017-10-12,WOTE MAKUENI,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,OTHER
07:00,MURANGA,MUKEU,2017-10-10,NANYUKI NAIROBI,THE CAR GOT A TYRE BURST AND ROLLED SEVERAL TIMES,CAR,MECHANICAL FAULT,MORNING,A2
06:00,NYAMIRA,MAPUTI,2017-10-10,NYAMIRA NYAMAIYA,THE BICYCLE RAMMED INTO THE TRUCK,BICYCLE,UNKNOWN,MORNING,OTHER
22:00,NAKURU,NYAMATHI,2017-10-10,NAKURU NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A104
10:00,KIRINYAGA,GACHARU,2017-10-10,SAGANA KAGIO,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,OTHER
22:45,KIAMBU,TROJAN,2017-10-10,THIKA SUPERHIGHWAY,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,A2
03:45,NAKURU,KIKOPEY AREA,2017-09-21,NAKURU GILGIL,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
,NAIROBI,OPPOSITE KANISANI AREA,2017-09-21,NAIROBI MOMBASA,HIT & RUN,CAR,HIT AND RUN,NIGHT,A109
